Year,Infectious diseases,Age,Region,Value
2021,ill_10_haemophilic_infection,under 1 year,Lviv,92.7
2021,ill_10_haemophilic_infection,1 year,Lviv,89.6
2021,ill_10_haemophilic_infection,under 1 year,23_reg_Mykolaiv,100.0
2021,ill_10_haemophilic_infection,1 year,23_reg_Mykolaiv,98.1
2021,ill_10_haemophilic_infection,under 1 year,Odesa,98.1
2021,ill_10_haemophilic_infection,1 year,Odesa,99.9
2021,ill_10_haemophilic_infection,under 1 year,Poltava,93.1
2021,ill_10_haemophilic_infection,1 year,Poltava,94.5
2021,ill_10_haemophilic_infection,under 1 year,Rivne,82.5
2021,ill_10_haemophilic_infection,1 year,Rivne,82.8
2021,ill_10_haemophilic_infection,under 1 year,Sumy,98.9
2021,ill_10_haemophilic_infection,1 year,Sumy,98.6
2021,ill_10_haemophilic_infection,under 1 year,Ternopil,83.2
2021,ill_10_haemophilic_infection,1 year,Ternopil,80.8
2021,ill_10_haemophilic_infection,under 1 year,Kharkiv,94.3
2021,ill_10_haemophilic_infection,1 year,Kharkiv,93.0
2021,ill_10_haemophilic_infection,under 1 year,Kherson,85.3
2021,ill_10_haemophilic_infection,1 year,Kherson,88.4
2021,ill_10_haemophilic_infection,under 1 year,31_reg_Khmelnytskyi,86.0
2021,ill_10_haemophilic_infection,1 year,31_reg_Khmelnytskyi,69.9
2021,ill_10_haemophilic_infection,under 1 year,Cherkasy,99.1
2021,ill_10_haemophilic_infection,1 year,Cherkasy,99.5
2021,ill_10_haemophilic_infection,under 1 year,Chernivtsi,87.4
2021,ill_10_haemophilic_infection,1 year,Chernivtsi,84.2
2021,ill_10_haemophilic_infection,under 1 year,Chernihiv,81.9
2021,ill_10_haemophilic_infection,1 year,Chernihiv,81.4
2021,ill_10_haemophilic_infection,under 1 year,the city of Kyiv,100.0
2021,ill_10_haemophilic_infection,1 year,the city of Kyiv,88.4
2022,ill_10_haemophilic_infection,under 1 year,,74.0
2022,ill_10_haemophilic_infection,1 year,,69.8
2022,ill_10_haemophilic_infection,under 1 year,Vinnytsya,76.0
2022,ill_10_haemophilic_infection,1 year,Vinnytsya,74.7
2022,ill_10_haemophilic_infection,under 1 year,Volyn,81.6
2022,ill_10_haemophilic_infection,1 year,Volyn,74.7
2022,ill_10_haemophilic_infection,under 1 year,Dnipropetrovsk,62.3
2022,ill_10_haemophilic_infection,1 year,Dnipropetrovsk,66.1
2022,ill_10_haemophilic_infection,under 1 year,Donetsk,76.3
2022,ill_10_haemophilic_infection,1 year,Donetsk,78.1
2022,ill_10_haemophilic_infection,under 1 year,Zhytomyr,75.0
2022,ill_10_haemophilic_infection,1 year,Zhytomyr,69.2
2022,ill_10_haemophilic_infection,under 1 year,Zakarpattya,80.1
2022,ill_10_haemophilic_infection,1 year,Zakarpattya,67.7
2022,ill_10_haemophilic_infection,under 1 year,Zaporizhzhya,59.4
2022,ill_10_haemophilic_infection,1 year,Zaporizhzhya,55.1
2022,ill_10_haemophilic_infection,under 1 year,18_reg_Ivano_Frankivsk,70.1
2022,ill_10_haemophilic_infection,1 year,18_reg_Ivano_Frankivsk,70.0
2022,ill_10_haemophilic_infection,under 1 year,Kyiv,85.2
2022,ill_10_haemophilic_infection,1 year,Kyiv,83.1
2022,ill_10_haemophilic_infection,under 1 year,Kirovohrad,86.7
2022,ill_10_haemophilic_infection,1 year,Kirovohrad,96.8
2022,ill_10_haemophilic_infection,under 1 year,Luhansk,7.6
2022,ill_10_haemophilic_infection,1 year,Luhansk,8.0
2022,ill_10_haemophilic_infection,under 1 year,Lviv,78.9
2022,ill_10_haemophilic_infection,1 year,Lviv,63.2
2022,ill_10_haemophilic_infection,under 1 year,23_reg_Mykolaiv,64.2
2022,ill_10_haemophilic_infection,1 year,23_reg_Mykolaiv,63.2
2022,ill_10_haemophilic_infection,under 1 year,Odesa,74.0
2022,ill_10_haemophilic_infection,1 year,Odesa,70.7
2022,ill_10_haemophilic_infection,under 1 year,Poltava,94.9
2022,ill_10_haemophilic_infection,1 year,Poltava,93.4
2022,ill_10_haemophilic_infection,under 1 year,Rivne,85.7
2022,ill_10_haemophilic_infection,1 year,Rivne,87.5
2022,ill_10_haemophilic_infection,under 1 year,Sumy,78.8
2022,ill_10_haemophilic_infection,1 year,Sumy,82.1
2022,ill_10_haemophilic_infection,under 1 year,Ternopil,71.1
2022,ill_10_haemophilic_infection,1 year,Ternopil,63.5
2022,ill_10_haemophilic_infection,under 1 year,Kharkiv,53.2
2022,ill_10_haemophilic_infection,1 year,Kharkiv,44.7
2022,ill_10_haemophilic_infection,under 1 year,Kherson,36.7
2022,ill_10_haemophilic_infection,1 year,Kherson,32.3
2022,ill_10_haemophilic_infection,under 1 year,31_reg_Khmelnytskyi,75.6
2022,ill_10_haemophilic_infection,1 year,31_reg_Khmelnytskyi,76.9
2022,ill_10_haemophilic_infection,under 1 year,Cherkasy,94.2
2022,ill_10_haemophilic_infection,1 year,Cherkasy,95.3
2022,ill_10_haemophilic_infection,under 1 year,Chernivtsi,82.9
2022,ill_10_haemophilic_infection,1 year,Chernivtsi,70.5
2022,ill_10_haemophilic_infection,under 1 year,Chernihiv,76.6
2022,ill_10_haemophilic_infection,1 year,Chernihiv,62.8
2022,ill_10_haemophilic_infection,under 1 year,the city of Kyiv,81.9
2022,ill_10_haemophilic_infection,1 year,the city of Kyiv,77.1
2023,ill_10_haemophilic_infection,under 1 year,,86.4
2023,ill_10_haemophilic_infection,1 year,,78.2
2023,ill_10_haemophilic_infection,under 1 year,Vinnytsya,86.1
2023,ill_10_haemophilic_infection,1 year,Vinnytsya,87.8
2023,ill_10_haemophilic_infection,under 1 year,Volyn,76.2
2023,ill_10_haemophilic_infection,1 year,Volyn,53.6
2023,ill_10_haemophilic_infection,under 1 year,Dnipropetrovsk,90.4
2023,ill_10_haemophilic_infection,1 year,Dnipropetrovsk,89.8
2023,ill_10_haemophilic_infection,under 1 year,Donetsk,93.0
2023,ill_10_haemophilic_infection,1 year,Donetsk,89.9
2023,ill_10_haemophilic_infection,under 1 year,Zhytomyr,95.4
2023,ill_10_haemophilic_infection,1 year,Zhytomyr,70.7
2023,ill_10_haemophilic_infection,under 1 year,Zakarpattya,81.3
2023,ill_10_haemophilic_infection,1 year,Zakarpattya,82.2
2023,ill_10_haemophilic_infection,under 1 year,Zaporizhzhya,100.0
2023,ill_10_haemophilic_infection,1 year,Zaporizhzhya,99.1
2023,ill_10_haemophilic_infection,under 1 year,18_reg_Ivano_Frankivsk,62.6
2023,ill_10_haemophilic_infection,1 year,18_reg_Ivano_Frankivsk,55.6
2023,ill_10_haemophilic_infection,under 1 year,Kyiv,87.3
2023,ill_10_haemophilic_infection,1 year,Kyiv,82.6
2023,ill_10_haemophilic_infection,under 1 year,Kirovohrad,74.7
2023,ill_10_haemophilic_infection,1 year,Kirovohrad,78.6
2023,ill_10_haemophilic_infection,under 1 year,Luhansk,0.0
2023,ill_10_haemophilic_infection,1 year,Luhansk,0.0
2023,ill_10_haemophilic_infection,under 1 year,Lviv,90.9
2023,ill_10_haemophilic_infection,1 year,Lviv,59.4
2023,ill_10_haemophilic_infection,under 1 year,23_reg_Mykolaiv,94.4
2023,ill_10_haemophilic_infection,1 year,23_reg_Mykolaiv,96.2
2023,ill_10_haemophilic_infection,under 1 year,Odesa,78.1
2023,ill_10_haemophilic_infection,1 year,Odesa,81.7
2023,ill_10_haemophilic_infection,under 1 year,Poltava,88.7
2023,ill_10_haemophilic_infection,1 year,Poltava,78.5
2023,ill_10_haemophilic_infection,under 1 year,Rivne,95.5
2023,ill_10_haemophilic_infection,1 year,Rivne,96.5
2023,ill_10_haemophilic_infection,under 1 year,Sumy,91.3
2023,ill_10_haemophilic_infection,1 year,Sumy,91.7
2023,ill_10_haemophilic_infection,under 1 year,Ternopil,87.9
2023,ill_10_haemophilic_infection,1 year,Ternopil,79.9
2023,ill_10_haemophilic_infection,under 1 year,Kharkiv,91.8
2023,ill_10_haemophilic_infection,1 year,Kharkiv,94.5
2023,ill_10_haemophilic_infection,under 1 year,Kherson,98.7
2023,ill_10_haemophilic_infection,1 year,Kherson,100.0
2023,ill_10_haemophilic_infection,under 1 year,31_reg_Khmelnytskyi,78.7
2023,ill_10_haemophilic_infection,1 year,31_reg_Khmelnytskyi,55.9
2023,ill_10_haemophilic_infection,under 1 year,Cherkasy,93.1
2023,ill_10_haemophilic_infection,1 year,Cherkasy,88.0
2023,ill_10_haemophilic_infection,under 1 year,Chernivtsi,69.4
2023,ill_10_haemophilic_infection,1 year,Chernivtsi,54.7
2023,ill_10_haemophilic_infection,under 1 year,Chernihiv,88.2
2023,ill_10_haemophilic_infection,1 year,Chernihiv,85.3
2023,ill_10_haemophilic_infection,under 1 year,the city of Kyiv,100.0
2023,ill_10_haemophilic_infection,1 year,the city of Kyiv,86.0
2024,ill_10_haemophilic_infection,under 1 year,,94.63914970096992
2024,ill_10_haemophilic_infection,1 year,,92.7314422761916
2024,ill_10_haemophilic_infection,under 1 year,Vinnytsya,98.1132075471698
2024,ill_10_haemophilic_infection,1 year,Vinnytsya,83.19715340010544
2024,ill_10_haemophilic_infection,under 1 year,Volyn,94.46457035212288
2024,ill_10_haemophilic_infection,1 year,Volyn,91.28562945368172
2024,ill_10_haemophilic_infection,under 1 year,Dnipropetrovsk,98.84792626728112
2024,ill_10_haemophilic_infection,1 year,Dnipropetrovsk,99.54225352112675
2024,ill_10_haemophilic_infection,under 1 year,Donetsk,99.58202716823406
2024,ill_10_haemophilic_infection,1 year,Donetsk,99.43609022556392
2024,ill_10_haemophilic_infection,under 1 year,Zhytomyr,98.57235561323816
2024,ill_10_haemophilic_infection,1 year,Zhytomyr,99.17965545529124
2024,ill_10_haemophilic_infection,under 1 year,Zakarpattya,85.7066808623902
2024,ill_10_haemophilic_infection,1 year,Zakarpattya,83.63929546018358
2024,ill_10_haemophilic_infection,under 1 year,Zaporizhzhya,99.48339483394834
2024,ill_10_haemophilic_infection,1 year,Zaporizhzhya,99.39690915944212
2024,ill_10_haemophilic_infection,under 1 year,18_reg_Ivano_Frankivsk,92.43250804308296
2024,ill_10_haemophilic_infection,1 year,18_reg_Ivano_Frankivsk,91.90121412803532
2024,ill_10_haemophilic_infection,under 1 year,Kyiv,90.85193057031526
2024,ill_10_haemophilic_infection,1 year,Kyiv,91.78526391641144
2024,ill_10_haemophilic_infection,under 1 year,Kirovohrad,88.33333333333333
2024,ill_10_haemophilic_infection,1 year,Kirovohrad,97.48826291079811
2024,ill_10_haemophilic_infection,under 1 year,Luhansk,0.0
2024,ill_10_haemophilic_infection,1 year,Luhansk,0.0
2024,ill_10_haemophilic_infection,under 1 year,Lviv,97.21816491833754
2024,ill_10_haemophilic_infection,1 year,Lviv,95.1862912400455
2024,ill_10_haemophilic_infection,under 1 year,23_reg_Mykolaiv,97.69595662977186
2024,ill_10_haemophilic_infection,1 year,23_reg_Mykolaiv,100.0
2024,ill_10_haemophilic_infection,under 1 year,Odesa,88.95037177935328
2024,ill_10_haemophilic_infection,1 year,Odesa,88.13764482102715
2024,ill_10_haemophilic_infection,under 1 year,Poltava,93.47079037800688
2024,ill_10_haemophilic_infection,1 year,Poltava,86.35243882410904
2024,ill_10_haemophilic_infection,under 1 year,Rivne,94.86256151722482
2024,ill_10_haemophilic_infection,1 year,Rivne,96.53102868803263
2024,ill_10_haemophilic_infection,under 1 year,Sumy,93.35576114381834
2024,ill_10_haemophilic_infection,1 year,Sumy,94.5503355704698
2024,ill_10_haemophilic_infection,under 1 year,Ternopil,99.93201903467028
2024,ill_10_haemophilic_infection,1 year,Ternopil,94.67713787085516
2024,ill_10_haemophilic_infection,under 1 year,Kharkiv,99.32203389830508
2024,ill_10_haemophilic_infection,1 year,Kharkiv,96.11976779712802
2024,ill_10_haemophilic_infection,under 1 year,Kherson,100.0
2024,ill_10_haemophilic_infection,1 year,Kherson,98.3451536643026
2024,ill_10_haemophilic_infection,under 1 year,31_reg_Khmelnytskyi,92.37116612174997
2024,ill_10_haemophilic_infection,1 year,31_reg_Khmelnytskyi,91.76579638498376
2024,ill_10_haemophilic_infection,under 1 year,Cherkasy,94.7226502311248
2024,ill_10_haemophilic_infection,1 year,Cherkasy,95.59341950646298
2024,ill_10_haemophilic_infection,under 1 year,Chernivtsi,81.19105833042263
2024,ill_10_haemophilic_infection,1 year,Chernivtsi,82.7657025500599
2024,ill_10_haemophilic_infection,under 1 year,Chernihiv,99.66712898751734
2024,ill_10_haemophilic_infection,1 year,Chernihiv,100.0
2024,ill_10_haemophilic_infection,under 1 year,the city of Kyiv,99.92795860894624
2024,ill_10_haemophilic_infection,1 year,the city of Kyiv,91.84749543703104
2015,"Diphtheria, tetanus",age_16_years,,1.8
2015,"Diphtheria, tetanus",age_16_years,Vinnytsya,0.0
2015,"Diphtheria, tetanus",age_16_years,Volyn,0.0
2015,"Diphtheria, tetanus",age_16_years,Dnipropetrovsk,3.2
2015,"Diphtheria, tetanus",age_16_years,Donetsk,1.5
2015,"Diphtheria, tetanus",age_16_years,Zhytomyr,0.1
2015,"Diphtheria, tetanus",age_16_years,Zakarpattya,0.0
2015,"Diphtheria, tetanus",age_16_years,Zaporizhzhya,4.9
2015,"Diphtheria, tetanus",age_16_years,18_reg_Ivano_Frankivsk,0.0
2015,"Diphtheria, tetanus",age_16_years,19_reg_Kyivska,3.6
2015,"Diphtheria, tetanus",age_16_years,Kirovohrad,0.0
2015,"Diphtheria, tetanus",age_16_years,Luhansk,1.5367877056983543
2015,"Diphtheria, tetanus",age_16_years,Lviv,0.0
2015,"Diphtheria, tetanus",age_16_years,23_reg_Mykolaiv,0.0
2015,"Diphtheria, tetanus",age_16_years,Odesa,9.1
2015,"Diphtheria, tetanus",age_16_years,Poltava,0.0
2015,"Diphtheria, tetanus",age_16_years,Rivne,0.0
2015,"Diphtheria, tetanus",age_16_years,Sumy,0.5
2015,"Diphtheria, tetanus",age_16_years,Ternopil,0.0
2015,"Diphtheria, tetanus",age_16_years,Kharkiv,6.9
2015,"Diphtheria, tetanus",age_16_years,Kherson,0.0
2015,"Diphtheria, tetanus",age_16_years,31_reg_Khmelnytskyy,0.0
2015,"Diphtheria, tetanus",age_16_years,Cherkasy,5.0
2015,"Diphtheria, tetanus",age_16_years,Chernivtsi,0.2
2015,"Diphtheria, tetanus",age_16_years,Chernihiv,0.0
2015,"Diphtheria, tetanus",age_16_years,35_reg_Kyiv,7.5
2016,"Diphtheria, tetanus",age_16_years,,55.9
2016,"Diphtheria, tetanus",age_16_years,Vinnytsya,63.4
2016,"Diphtheria, tetanus",age_16_years,Volyn,42.4
2016,"Diphtheria, tetanus",age_16_years,Dnipropetrovsk,76.4
2016,"Diphtheria, tetanus",age_16_years,Donetsk,55.4
2016,"Diphtheria, tetanus",age_16_years,Zhytomyr,72.4
2016,"Diphtheria, tetanus",age_16_years,Zakarpattya,30.6
2016,"Diphtheria, tetanus",age_16_years,Zaporizhzhya,34.6
2016,"Diphtheria, tetanus",age_16_years,18_reg_Ivano_Frankivsk,37.5
2016,"Diphtheria, tetanus",age_16_years,19_reg_Kyivska,70.4
2016,"Diphtheria, tetanus",age_16_years,Kirovohrad,59.5
2016,"Diphtheria, tetanus",age_16_years,Luhansk,43.72681049883194
2016,"Diphtheria, tetanus",age_16_years,Lviv,51.3
2016,"Diphtheria, tetanus",age_16_years,23_reg_Mykolaiv,72.1
2016,"Diphtheria, tetanus",age_16_years,Odesa,58.6
2016,"Diphtheria, tetanus",age_16_years,Poltava,51.5
2016,"Diphtheria, tetanus",age_16_years,Rivne,63.0
2016,"Diphtheria, tetanus",age_16_years,Sumy,52.4
2016,"Diphtheria, tetanus",age_16_years,Ternopil,46.4
2016,"Diphtheria, tetanus",age_16_years,Kharkiv,62.8
2016,"Diphtheria, tetanus",age_16_years,Kherson,76.9
2016,"Diphtheria, tetanus",age_16_years,31_reg_Khmelnytskyy,56.0
2016,"Diphtheria, tetanus",age_16_years,Cherkasy,62.6
2016,"Diphtheria, tetanus",age_16_years,Chernivtsi,51.5
2016,"Diphtheria, tetanus",age_16_years,Chernihiv,64.6
2016,"Diphtheria, tetanus",age_16_years,35_reg_Kyiv,42.1
2017,"Diphtheria, tetanus",age_16_years,,76.7
2017,"Diphtheria, tetanus",age_16_years,Vinnytsya,70.3
2017,"Diphtheria, tetanus",age_16_years,Volyn,72.0
2017,"Diphtheria, tetanus",age_16_years,Dnipropetrovsk,85.2
2017,"Diphtheria, tetanus",age_16_years,Donetsk,82.7
2017,"Diphtheria, tetanus",age_16_years,Zhytomyr,79.4
2017,"Diphtheria, tetanus",age_16_years,Zakarpattya,62.4
2017,"Diphtheria, tetanus",age_16_years,Zaporizhzhya,75.1
2017,"Diphtheria, tetanus",age_16_years,18_reg_Ivano_Frankivsk,58.1
2017,"Diphtheria, tetanus",age_16_years,19_reg_Kyivska,88.0
2017,"Diphtheria, tetanus",age_16_years,Kirovohrad,79.9
2017,"Diphtheria, tetanus",age_16_years,Luhansk,82.8
2017,"Diphtheria, tetanus",age_16_years,Lviv,69.1
2017,"Diphtheria, tetanus",age_16_years,23_reg_Mykolaiv,92.3
2017,"Diphtheria, tetanus",age_16_years,Odesa,69.3
2017,"Diphtheria, tetanus",age_16_years,Poltava,73.4
2017,"Diphtheria, tetanus",age_16_years,Rivne,66.6
2017,"Diphtheria, tetanus",age_16_years,Sumy,91.4
2017,"Diphtheria, tetanus",age_16_years,Ternopil,70.7
2017,"Diphtheria, tetanus",age_16_years,Kharkiv,71.7
2017,"Diphtheria, tetanus",age_16_years,Kherson,88.0
2017,"Diphtheria, tetanus",age_16_years,31_reg_Khmelnytskyy,76.6
2017,"Diphtheria, tetanus",age_16_years,Cherkasy,83.3
2017,"Diphtheria, tetanus",age_16_years,Chernivtsi,59.9
2017,"Diphtheria, tetanus",age_16_years,Chernihiv,73.5
2017,"Diphtheria, tetanus",age_16_years,35_reg_Kyiv,96.1
2018,"Diphtheria, tetanus",age_16_years,,77.9
2018,"Diphtheria, tetanus",age_16_years,Vinnytsya,69.1
2018,"Diphtheria, tetanus",age_16_years,Volyn,83.2
2018,"Diphtheria, tetanus",age_16_years,Dnipropetrovsk,74.3
2018,"Diphtheria, tetanus",age_16_years,Donetsk,77.0
2018,"Diphtheria, tetanus",age_16_years,Zhytomyr,78.7
2018,"Diphtheria, tetanus",age_16_years,Zakarpattya,57.0
2018,"Diphtheria, tetanus",age_16_years,Zaporizhzhya,79.1
2018,"Diphtheria, tetanus",age_16_years,18_reg_Ivano_Frankivsk,52.7
2018,"Diphtheria, tetanus",age_16_years,19_reg_Kyivska,89.9
2018,"Diphtheria, tetanus",age_16_years,Kirovohrad,88.0
2018,"Diphtheria, tetanus",age_16_years,Luhansk,86.7
2018,"Diphtheria, tetanus",age_16_years,Lviv,68.4
2018,"Diphtheria, tetanus",age_16_years,23_reg_Mykolaiv,83.8
2018,"Diphtheria, tetanus",age_16_years,Odesa,76.9
2018,"Diphtheria, tetanus",age_16_years,Poltava,85.4
2018,"Diphtheria, tetanus",age_16_years,Rivne,82.0
2018,"Diphtheria, tetanus",age_16_years,Sumy,94.2
2018,"Diphtheria, tetanus",age_16_years,Ternopil,80.2
2018,"Diphtheria, tetanus",age_16_years,Kharkiv,77.3
2018,"Diphtheria, tetanus",age_16_years,Kherson,87.3
2018,"Diphtheria, tetanus",age_16_years,31_reg_Khmelnytskyy,72.4
2018,"Diphtheria, tetanus",age_16_years,Cherkasy,73.9
2018,"Diphtheria, tetanus",age_16_years,Chernivtsi,70.3
2018,"Diphtheria, tetanus",age_16_years,Chernihiv,86.8
2018,"Diphtheria, tetanus",age_16_years,35_reg_Kyiv,89.4
2019,"Diphtheria, tetanus",age_16_years,,91.5
2019,"Diphtheria, tetanus",age_16_years,Vinnytsya,88.7
2019,"Diphtheria, tetanus",age_16_years,Volyn,96.2
2019,"Diphtheria, tetanus",age_16_years,Dnipropetrovsk,94.1
2019,"Diphtheria, tetanus",age_16_years,Donetsk,91.8
2019,"Diphtheria, tetanus",age_16_years,Zhytomyr,90.4
2019,"Diphtheria, tetanus",age_16_years,Zakarpattya,86.7
2019,"Diphtheria, tetanus",age_16_years,Zaporizhzhya,98.2
2019,"Diphtheria, tetanus",age_16_years,18_reg_Ivano_Frankivsk,81.3
2019,"Diphtheria, tetanus",age_16_years,19_reg_Kyivska,94.5
2019,"Diphtheria, tetanus",age_16_years,Kirovohrad,89.8
2019,"Diphtheria, tetanus",age_16_years,Luhansk,81.0
2019,"Diphtheria, tetanus",age_16_years,Lviv,89.8
2019,"Diphtheria, tetanus",age_16_years,23_reg_Mykolaiv,95.6
2019,"Diphtheria, tetanus",age_16_years,Odesa,84.2
2019,"Diphtheria, tetanus",age_16_years,Poltava,95.2
2019,"Diphtheria, tetanus",age_16_years,Rivne,85.9
2019,"Diphtheria, tetanus",age_16_years,Sumy,96.1
2019,"Diphtheria, tetanus",age_16_years,Ternopil,89.4
2019,"Diphtheria, tetanus",age_16_years,Kharkiv,89.0
2019,"Diphtheria, tetanus",age_16_years,Kherson,96.9
2019,"Diphtheria, tetanus",age_16_years,31_reg_Khmelnytskyy,93.1
2019,"Diphtheria, tetanus",age_16_years,Cherkasy,89.4
2019,"Diphtheria, tetanus",age_16_years,Chernivtsi,91.9
2019,"Diphtheria, tetanus",age_16_years,Chernihiv,92.6
2019,"Diphtheria, tetanus",age_16_years,35_reg_Kyiv,98.7
2020,"Diphtheria, tetanus",age_16_years,,73.6
2020,"Diphtheria, tetanus",age_16_years,Vinnytsya,74.6
2020,"Diphtheria, tetanus",age_16_years,Volyn,88.3
2020,"Diphtheria, tetanus",age_16_years,Dnipropetrovsk,49.1
2020,"Diphtheria, tetanus",age_16_years,Donetsk,84.3
2020,"Diphtheria, tetanus",age_16_years,Zhytomyr,58.2
2020,"Diphtheria, tetanus",age_16_years,Zakarpattya,55.9
2020,"Diphtheria, tetanus",age_16_years,Zaporizhzhya,75.2
2020,"Diphtheria, tetanus",age_16_years,18_reg_Ivano_Frankivsk,66.0
2020,"Diphtheria, tetanus",age_16_years,19_reg_Kyivska,83.5
2020,"Diphtheria, tetanus",age_16_years,Kirovohrad,62.3
2020,"Diphtheria, tetanus",age_16_years,Luhansk,76.6
2020,"Diphtheria, tetanus",age_16_years,Lviv,61.5
2020,"Diphtheria, tetanus",age_16_years,23_reg_Mykolaiv,92.7
2020,"Diphtheria, tetanus",age_16_years,Odesa,63.8
2020,"Diphtheria, tetanus",age_16_years,Poltava,90.4
2020,"Diphtheria, tetanus",age_16_years,Rivne,76.4
2020,"Diphtheria, tetanus",age_16_years,Sumy,90.4
2020,"Diphtheria, tetanus",age_16_years,Ternopil,73.7
2020,"Diphtheria, tetanus",age_16_years,Kharkiv,80.0
2020,"Diphtheria, tetanus",age_16_years,Kherson,80.4
2020,"Diphtheria, tetanus",age_16_years,31_reg_Khmelnytskyy,83.5
2020,"Diphtheria, tetanus",age_16_years,Cherkasy,81.7
2020,"Diphtheria, tetanus",age_16_years,Chernivtsi,68.3
2020,"Diphtheria, tetanus",age_16_years,Chernihiv,56.1
2020,"Diphtheria, tetanus",age_16_years,35_reg_Kyiv,99.0
2021,"Diphtheria, tetanus",age_16_years,,79.6
2021,"Diphtheria, tetanus",age_16_years,Vinnytsya,71.1
2021,"Diphtheria, tetanus",age_16_years,Volyn,78.4
2021,"Diphtheria, tetanus",age_16_years,Dnipropetrovsk,72.6
2021,"Diphtheria, tetanus",age_16_years,Donetsk,82.6
2021,"Diphtheria, tetanus",age_16_years,Zhytomyr,80.5
2021,"Diphtheria, tetanus",age_16_years,Zakarpattya,67.6
2021,"Diphtheria, tetanus",age_16_years,Zaporizhzhya,79.1
2021,"Diphtheria, tetanus",age_16_years,18_reg_Ivano_Frankivsk,82.7
2021,"Diphtheria, tetanus",age_16_years,19_reg_Kyivska,80.9
2021,"Diphtheria, tetanus",age_16_years,Kirovohrad,88.9
2021,"Diphtheria, tetanus",age_16_years,Luhansk,90.5
2021,"Diphtheria, tetanus",age_16_years,Lviv,62.9
