Year,by type of educational institution,Region,Value
2024,General secondary educational institutions with high-speed (more than 30 Mbit/s) wireless Internet access,Ivano-Frankivsk,12.71
2024,General secondary educational institutions with high-speed (more than 30 Mbit/s) wired or wireless Internet access,Ivano-Frankivsk,75.32
2024,Pre-school educational institutions with broadband wired high-speed (more than 30 Mbit/s) Internet access,Kyiv,74.32
2024,Pre-school educational institutions with high-speed (more than 30 Mbit/s) wireless Internet access,Kyiv,50.95
2024,Pre-school educational institutions with high-speed (more than 30 Mbit/s) wired or wireless Internet access,Kyiv,82.03
2024,General secondary educational institutions with Internet access (without specifying the speed),Kyiv,
2024,General secondary educational institutions with broadband wired high-speed (more than 30 Mbit/s) Internet access,Kyiv,91.29
2024,General secondary educational institutions with high-speed (more than 30 Mbit/s) wireless Internet access,Kyiv,59.68
2024,General secondary educational institutions with high-speed (more than 30 Mbit/s) wired or wireless Internet access,Kyiv,94.03
2024,Pre-school educational institutions with broadband wired high-speed (more than 30 Mbit/s) Internet access,Kirovohrad,57.28
2024,Pre-school educational institutions with high-speed (more than 30 Mbit/s) wireless Internet access,Kirovohrad,40.14
2024,Pre-school educational institutions with high-speed (more than 30 Mbit/s) wired or wireless Internet access,Kirovohrad,64.79
2024,General secondary educational institutions with Internet access (without specifying the speed),Kirovohrad,
2024,General secondary educational institutions with broadband wired high-speed (more than 30 Mbit/s) Internet access,Kirovohrad,86.59
2024,General secondary educational institutions with high-speed (more than 30 Mbit/s) wireless Internet access,Kirovohrad,61.96
2024,General secondary educational institutions with high-speed (more than 30 Mbit/s) wired or wireless Internet access,Kirovohrad,90.58
2024,Pre-school educational institutions with broadband wired high-speed (more than 30 Mbit/s) Internet access,Luhansk,14.29
2024,Pre-school educational institutions with high-speed (more than 30 Mbit/s) wireless Internet access,Luhansk,14.29
2024,Pre-school educational institutions with high-speed (more than 30 Mbit/s) wired or wireless Internet access,Luhansk,14.29
2024,General secondary educational institutions with Internet access (without specifying the speed),Luhansk,
2024,General secondary educational institutions with broadband wired high-speed (more than 30 Mbit/s) Internet access,Luhansk,1.2
2024,General secondary educational institutions with high-speed (more than 30 Mbit/s) wireless Internet access,Luhansk,1.2
2024,General secondary educational institutions with high-speed (more than 30 Mbit/s) wired or wireless Internet access,Luhansk,1.2
2024,Pre-school educational institutions with broadband wired high-speed (more than 30 Mbit/s) Internet access,Lviv,61.48
2024,Pre-school educational institutions with high-speed (more than 30 Mbit/s) wireless Internet access,Lviv,44.1
2024,Pre-school educational institutions with high-speed (more than 30 Mbit/s) wired or wireless Internet access,Lviv,69.64
2024,General secondary educational institutions with Internet access (without specifying the speed),Lviv,
2024,General secondary educational institutions with broadband wired high-speed (more than 30 Mbit/s) Internet access,Lviv,81.38
2024,General secondary educational institutions with high-speed (more than 30 Mbit/s) wireless Internet access,Lviv,55.29
2024,General secondary educational institutions with high-speed (more than 30 Mbit/s) wired or wireless Internet access,Lviv,86.11
2024,Pre-school educational institutions with broadband wired high-speed (more than 30 Mbit/s) Internet access,Mykolayiv,58.63
2024,Pre-school educational institutions with high-speed (more than 30 Mbit/s) wireless Internet access,Mykolayiv,22.35
2024,Pre-school educational institutions with high-speed (more than 30 Mbit/s) wired or wireless Internet access,Mykolayiv,63.94
2024,General secondary educational institutions with Internet access (without specifying the speed),Mykolayiv,
2024,General secondary educational institutions with broadband wired high-speed (more than 30 Mbit/s) Internet access,Mykolayiv,71.85
2024,General secondary educational institutions with high-speed (more than 30 Mbit/s) wireless Internet access,Mykolayiv,35.31
2024,General secondary educational institutions with high-speed (more than 30 Mbit/s) wired or wireless Internet access,Mykolayiv,77.28
2024,Pre-school educational institutions with broadband wired high-speed (more than 30 Mbit/s) Internet access,Odesa,77.25
2024,Pre-school educational institutions with high-speed (more than 30 Mbit/s) wireless Internet access,Odesa,31.9
2024,Pre-school educational institutions with high-speed (more than 30 Mbit/s) wired or wireless Internet access,Odesa,86.27
2024,General secondary educational institutions with Internet access (without specifying the speed),Odesa,
2024,General secondary educational institutions with broadband wired high-speed (more than 30 Mbit/s) Internet access,Odesa,88.94
2024,General secondary educational institutions with high-speed (more than 30 Mbit/s) wireless Internet access,Odesa,48.33
2024,General secondary educational institutions with high-speed (more than 30 Mbit/s) wired or wireless Internet access,Odesa,95.92
2024,Pre-school educational institutions with broadband wired high-speed (more than 30 Mbit/s) Internet access,Poltava,62.32
2024,Pre-school educational institutions with high-speed (more than 30 Mbit/s) wireless Internet access,Poltava,46.07
2024,Pre-school educational institutions with high-speed (more than 30 Mbit/s) wired or wireless Internet access,Poltava,71.07
2024,General secondary educational institutions with Internet access (without specifying the speed),Poltava,
2024,General secondary educational institutions with broadband wired high-speed (more than 30 Mbit/s) Internet access,Poltava,85.45
2024,General secondary educational institutions with high-speed (more than 30 Mbit/s) wireless Internet access,Poltava,70.49
2024,General secondary educational institutions with high-speed (more than 30 Mbit/s) wired or wireless Internet access,Poltava,91.6
2024,Pre-school educational institutions with broadband wired high-speed (more than 30 Mbit/s) Internet access,Rivne,57.09
2024,Pre-school educational institutions with high-speed (more than 30 Mbit/s) wireless Internet access,Rivne,34.73
2024,Pre-school educational institutions with high-speed (more than 30 Mbit/s) wired or wireless Internet access,Rivne,65.67
2024,General secondary educational institutions with Internet access (without specifying the speed),Rivne,
2024,General secondary educational institutions with broadband wired high-speed (more than 30 Mbit/s) Internet access,Rivne,92.73
2024,General secondary educational institutions with high-speed (more than 30 Mbit/s) wireless Internet access,Rivne,4.21
2024,General secondary educational institutions with high-speed (more than 30 Mbit/s) wired or wireless Internet access,Rivne,93.5
2024,Pre-school educational institutions with broadband wired high-speed (more than 30 Mbit/s) Internet access,Sumy,74.43
2024,Pre-school educational institutions with high-speed (more than 30 Mbit/s) wireless Internet access,Sumy,28.63
2024,Pre-school educational institutions with high-speed (more than 30 Mbit/s) wired or wireless Internet access,Sumy,79.39
2024,General secondary educational institutions with Internet access (without specifying the speed),Sumy,
2024,General secondary educational institutions with broadband wired high-speed (more than 30 Mbit/s) Internet access,Sumy,86.08
2024,General secondary educational institutions with high-speed (more than 30 Mbit/s) wireless Internet access,Sumy,30.42
2024,General secondary educational institutions with high-speed (more than 30 Mbit/s) wired or wireless Internet access,Sumy,87.7
2024,Pre-school educational institutions with broadband wired high-speed (more than 30 Mbit/s) Internet access,Ternopil,64.52
2024,Pre-school educational institutions with high-speed (more than 30 Mbit/s) wireless Internet access,Ternopil,24.48
2024,Pre-school educational institutions with high-speed (more than 30 Mbit/s) wired or wireless Internet access,Ternopil,69.83
2024,General secondary educational institutions with Internet access (without specifying the speed),Ternopil,
2024,General secondary educational institutions with broadband wired high-speed (more than 30 Mbit/s) Internet access,Ternopil,88.12
2024,General secondary educational institutions with high-speed (more than 30 Mbit/s) wireless Internet access,Ternopil,13.71
2024,General secondary educational institutions with high-speed (more than 30 Mbit/s) wired or wireless Internet access,Ternopil,89.58
2024,Pre-school educational institutions with broadband wired high-speed (more than 30 Mbit/s) Internet access,Kharkiv,63.53
2024,Pre-school educational institutions with high-speed (more than 30 Mbit/s) wireless Internet access,Kharkiv,31.69
